"id","origin","org_city","org_district","destination","dest_city","dest_district","distance","duration","case","pallet","to","dayo","td","dayd","LTL"
2275,"B0FFH3869T","Zhenjiang","句容市","B0FFHF2VI7","Wuxi","锡山区",161.102,2.3,"JS",14,"08:00","day 0","20:00","day 0",5284.077316
2276,"B0G1AO0IBH","Nanjing","溧水区","B0I6TYMZJG","Suzhou","吴江区",227.21,2.43333333333333,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
2277,"B0FFH1DRA5","Nanjing","栖霞区","B0FFJN8WFQ","Wuxi","新吴区",189.339,2.4,"JS",10,"08:00","day 0","20:00","day 0",3774.34094
2278,"B0H1TCJ4IO","Yangzhou","江都区","B0FFJN8WFQ","Wuxi","新吴区",158.393,2.36666666666667,"JS",11,"12:00","day 0","24:00","day 0",4151.775034
2279,"B0FFFRXR3L","Yangzhou","宝应县","B0FFITJD3C","Wuxi","锡山区",253.304,4.16666666666667,"JS",5,"08:00","day 0","20:00","day 0",1887.17047
2280,"B0FFGTI293","Changzhou","新北区","B01FE0J0V7","Wuxi","惠山区",56.65,1.28333333333333,"JS",11,"12:00","day 0","24:00","day 0",4151.775034
2281,"B0FFFTQ4U7","Wuxi","江阴市","B02000JR6M","Suzhou","相城区",59.607,1.15,"JS",5,"12:00","day 0","24:00","day 0",1887.17047
2282,"B0FFL7OZ0J","Wuxi","锡山区","B02000JJN1","Suzhou","吴江区",73.933,1.18333333333333,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
2283,"B0FFJONTQ7","Changzhou","新北区","B0FFJN8WFQ","Wuxi","新吴区",82.104,1.45,"JS",13,"12:00","day 0","24:00","day 0",4906.643222
2284,"B0G1AO0IBH","Nanjing","溧水区","B0FFH0WGKS","Suzhou","吴江区",215.018,2.36666666666667,"JS",5,"08:00","day 0","20:00","day 0",1887.17047
2285,"B0G0ZLYTOF","Nanjing","栖霞区","B0IGCZC15I","Suzhou","吴江区",250.516,3.45,"JS",7,"12:00","day 0","24:00","day 0",2642.038658
2286,"B020215DUP","Yangzhou","江都区","B0FFJN8WFQ","Wuxi","新吴区",165.598,2.4,"JS",17,"12:00","day 0","24:00","day 0",6416.379598
2287,"B0FFH4SOJP","Nanjing","溧水区","B0FFFU612V","Wuxi","江阴市",137.47,1.75,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
2288,"B0GUCU8FLD","Zhenjiang","句容市","B0FFH0WGKS","Suzhou","吴江区",215.252,2.7,"JS",13,"08:00","day 0","20:00","day 0",4906.643222
2289,"B0G3AZBRXL","Yangzhou","广陵区","B0FFL37B6B","Suzhou","昆山市",240.007,3.11666666666667,"JS",9,"08:00","day 0","20:00","day 0",3396.906846
2290,"B0FFFRXR3L","Yangzhou","宝应县","B0FFL7OZ0J","Wuxi","锡山区",245.513,3.58333333333333,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
2291,"B0FFGZQ43R","Wuxi","新吴区","B0FFKDRXE8","Shanghai","浦东新区",178.212,2.4,"JS",18,"12:00","day 0","24:00","day 0",6793.813692
2292,"B0FFHXJXZR","Changzhou","溧阳市","B0I6TYMZJG","Suzhou","吴江区",180.303,1.96666666666667,"JS",13,"08:00","day 0","20:00","day 0",4906.643222
2293,"B0GUAXEBYM","Changzhou","武进区","B0FFGZQ43R","Wuxi","新吴区",61.882,1.13333333333333,"JS",10,"12:00","day 0","24:00","day 0",3774.34094
2294,"B0G1AO0IBH","Nanjing","溧水区","B0FFHFSCFH","Suzhou","吴中区",213.03,2.63333333333333,"JS",10,"12:00","day 0","24:00","day 0",3774.34094
2295,"B0FFH4SOJP","Nanjing","溧水区","B02000JJN1","Suzhou","吴江区",212.362,2.63333333333333,"JS",4,"08:00","day 0","20:00","day 0",1509.736376
2296,"B0G3AZBRXL","Yangzhou","广陵区","B00156ODDT","Shanghai","长宁区",264.8,3.36666666666667,"JS",13,"08:00","day 0","20:00","day 0",4906.643222
2297,"B0FFGZQ43R","Wuxi","新吴区","B0FFHD3E8G","Suzhou","吴中区",60.194,1.01666666666667,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
2298,"B0FFLC9J93","Nanjing","浦口区","B0I6TYMZJG","Suzhou","吴江区",299.382,3.71666666666667,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
2299,"B0FFH1DRA5","Nanjing","栖霞区","B0FFGZQ43R","Wuxi","新吴区",177.377,2.25,"JS",8,"12:00","day 0","24:00","day 0",3019.472752
2300,"B0FFH3869T","Zhenjiang","句容市","B02000JJN1","Suzhou","吴江区",221.395,2.75,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
2301,"B0H1TCJ4IO","Yangzhou","江都区","B0FFH62FC9","Shanghai","金山区",280.023,3.7,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
2302,"B0FFHLH9SB","Zhenjiang","京口区","B0FFGZQ43R","Wuxi","新吴区",113.724,1.7,"JS",19,"08:00","day 0","20:00","day 0",7171.247786
2303,"B0FFHCRHH3","Changzhou","天宁区","B0I6TYMZJG","Suzhou","吴江区",140.508,1.75,"JS",18,"08:00","day 0","20:00","day 0",6793.813692
2304,"B0G1AO0IBH","Nanjing","溧水区","B0FFH61OBO","Suzhou","昆山市",232.832,2.76666666666667,"JS",5,"08:00","day 0","20:00","day 0",1887.17047
2305,"B0FFLC9J93","Nanjing","浦口区","B0FFJN8WFQ","Wuxi","新吴区",217.34,3,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
2306,"B020215DUP","Yangzhou","江都区","B0G2MKTPMP","Shanghai","松江区",262.459,3.36666666666667,"JS",7,"08:00","day 0","20:00","day 0",2642.038658
2307,"B0FFH3869T","Zhenjiang","句容市","B0FFJN8WFQ","Wuxi","新吴区",178.14,2.36666666666667,"JS",20,"12:00","day 0","24:00","day 0",7548.68188
2308,"B020215DUP","Yangzhou","江都区","B0GDDXZDXN","Suzhou","吴江区",227.552,2.91666666666667,"JS",13,"12:00","day 0","24:00","day 0",4906.643222
2309,"B0FFH70JG8","Nanjing","鼓楼区","B0GDDXZDXN","Suzhou","吴江区",261.171,2.98333333333333,"JS",8,"12:00","day 0","24:00","day 0",3019.472752
2310,"B0H1TCJ4IO","Yangzhou","江都区","B0FFG94S3Z","Shanghai","浦东新区",282.836,3.7,"JS",8,"12:00","day 0","24:00","day 0",3019.472752
2311,"B0FFH70JG8","Nanjing","鼓楼区","B01FE15XQH","Wuxi","江阴市",156.718,2.38333333333333,"JS",12,"12:00","day 0","24:00","day 0",4529.209128
2312,"B0FFH70JG8","Nanjing","鼓楼区","B0FFJN8WFQ","Wuxi","新吴区",199.217,2.46666666666667,"JS",12,"12:00","day 0","24:00","day 0",4529.209128
2313,"B0G1AO0IBH","Nanjing","溧水区","B0G2MKTPMP","Shanghai","松江区",255.303,2.81666666666667,"JS",11,"12:00","day 0","24:00","day 0",4151.775034
2314,"B0G3AZBRXL","Yangzhou","广陵区","B0I6TYMZJG","Suzhou","吴江区",243.955,3.01666666666667,"JS",4,"12:00","day 0","24:00","day 0",1509.736376
2315,"B0FFF4HNKG","Yangzhou","邗江区","B0IGCZC15I","Suzhou","吴江区",226.811,3,"JS",6,"12:00","day 0","24:00","day 0",2264.604564
2316,"B0FFH70JG8","Nanjing","鼓楼区","B0FFHY6PN3","Suzhou","常熟市",227.434,2.61666666666667,"JS",8,"08:00","day 0","20:00","day 0",3019.472752
2317,"B0G3AZBRXL","Yangzhou","广陵区","B0FFLCF954","Shanghai","宝山区",248.722,3.35,"JS",9,"08:00","day 0","20:00","day 0",3396.906846
2318,"B0FFFRS0IH","Nanjing","江宁区","B0FFJN8WFQ","Wuxi","新吴区",179.793,2.25,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
2319,"B0FFG9F43K","Changzhou","武进区","B0GDDXZDXN","Suzhou","吴江区",117.124,1.55,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
2320,"B0GUCU8FLD","Zhenjiang","句容市","B0FFJN8WFQ","Wuxi","新吴区",162.09,2.2,"JS",13,"08:00","day 0","20:00","day 0",4906.643222
2321,"B0G1AO0IBH","Nanjing","溧水区","B0FFFOM198","Suzhou","虎丘区",165.514,2.05,"JS",16,"12:00","day 0","24:00","day 0",6038.945504
2322,"B0FFGZQ43R","Wuxi","新吴区","B0FFI9JCED","Shanghai","青浦区",114.055,1.66666666666667,"JS",19,"08:00","day 0","20:00","day 0",7171.247786
2323,"B0FFH70JG8","Nanjing","鼓楼区","B0FFGAIWAV","Suzhou","昆山市",266.236,3.08333333333333,"JS",6,"08:00","day 0","20:00","day 0",2264.604564
2324,"B0FFG2575E","Zhenjiang","润州区","B0FFK7ZQFN","Wuxi","江阴市",138.74,1.81666666666667,"JS",19,"12:00","day 0","24:00","day 0",7171.247786
2325,"B0FFFRS0IH","Nanjing","江宁区","B00156ODDT","Shanghai","长宁区",275.066,3.31666666666667,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
2326,"B0FFHLH9SB","Zhenjiang","京口区","B02000JJN1","Suzhou","吴江区",168.941,2.21666666666667,"JS",17,"08:00","day 0","20:00","day 0",6416.379598
2327,"B020215DUP","Yangzhou","江都区","B0FFHF2VI7","Wuxi","锡山区",148.56,2.31666666666667,"JS",14,"08:00","day 0","20:00","day 0",5284.077316
2328,"B0FFG2575E","Zhenjiang","润州区","B0FFJRVTYE","Shanghai","松江区",259.33,3.15,"JS",6,"08:00","day 0","20:00","day 0",2264.604564
2329,"B020215DUP","Yangzhou","江都区","B0FFGAIWAV","Suzhou","昆山市",232.617,3.03333333333333,"JS",13,"08:00","day 0","20:00","day 0",4906.643222
2330,"B0FFH1DRA5","Nanjing","栖霞区","B02000JJN1","Suzhou","吴江区",232.594,2.75,"JS",12,"12:00","day 0","24:00","day 0",4529.209128
2331,"B0H1TCJ4IO","Yangzhou","江都区","B0FFF4JOKL","Suzhou","昆山市",231.807,3.15,"JS",7,"12:00","day 0","24:00","day 0",2642.038658
2332,"B0FFF8Z69A","Changzhou","钟楼区","B0FFGZQ43R","Wuxi","新吴区",80.234,1.5,"JS",5,"12:00","day 0","24:00","day 0",1887.17047
2333,"B0FFGZQ43R","Wuxi","新吴区","B0FFHFSCFH","Suzhou","吴中区",69.104,1.25,"JS",20,"12:00","day 0","24:00","day 0",7548.68188
2334,"B0FFJONTQ7","Changzhou","新北区","B0FFGZQ43R","Wuxi","新吴区",70.142,1.26666666666667,"JS",7,"08:00","day 0","20:00","day 0",2642.038658
2335,"B0G0ZLYTOF","Nanjing","栖霞区","B0FFH0WGKS","Suzhou","吴江区",231.14,3.28333333333333,"JS",10,"08:00","day 0","20:00","day 0",3774.34094
2336,"B0HDRHT0UU","Nanjing","浦口区","B00156ODDT","Shanghai","长宁区",309.077,3.75,"JS",8,"12:00","day 0","24:00","day 0",3019.472752
2337,"B0FFL9CGXN","Nanjing","栖霞区","B0FFGZQ43R","Wuxi","新吴区",166.65,2.46666666666667,"JS",18,"12:00","day 0","24:00","day 0",6793.813692
2338,"B0FFFTQ4U7","Wuxi","江阴市","B0FFHC9CJ8","Suzhou","相城区",54.341,1.21666666666667,"JS",5,"12:00","day 0","24:00","day 0",1887.17047
2339,"B0FFFRXR3L","Yangzhou","宝应县","B0FFH0WGKS","Suzhou","吴江区",298.459,4.06666666666667,"JS",17,"08:00","day 0","20:00","day 0",6416.379598
2340,"B0H1TCJ4IO","Yangzhou","江都区","B02001C3PG","Suzhou","张家港市",147.469,2.35,"JS",17,"12:00","day 0","24:00","day 0",6416.379598
2341,"B0FFJONTQ7","Changzhou","新北区","B0IGCZC15I","Suzhou","吴江区",154.642,2.05,"JS",8,"08:00","day 0","20:00","day 0",3019.472752
2342,"B0FFGTI293","Changzhou","新北区","B0FFH0WGKS","Suzhou","吴江区",141.437,1.96666666666667,"JS",16,"08:00","day 0","20:00","day 0",6038.945504
2343,"B020216GML","Yangzhou","广陵区","B0FFITJD3C","Wuxi","锡山区",157.483,2.83333333333333,"JS",13,"12:00","day 0","24:00","day 0",4906.643222
2344,"B0FFK4CQ2L","Changzhou","武进区","B0GDDXZDXN","Suzhou","吴江区",127.943,1.76666666666667,"JS",5,"12:00","day 0","24:00","day 0",1887.17047
2345,"B0FFH4SOJP","Nanjing","溧水区","B0FFFA2AO6","Shanghai","松江区",277.101,3.3,"JS",10,"08:00","day 0","20:00","day 0",3774.34094
2346,"B0FFFU612V","Wuxi","江阴市","B02001C3PG","Suzhou","张家港市",53.743,1.11666666666667,"JS",15,"12:00","day 0","24:00","day 0",5661.51141
2347,"B0FFL9Q85P","Nanjing","江宁区","B0GDDXZDXN","Suzhou","吴江区",247.216,2.65,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
2348,"B020215DUP","Yangzhou","江都区","B0FFGZQ43R","Wuxi","新吴区",153.636,2.25,"JS",13,"12:00","day 0","24:00","day 0",4906.643222
2349,"B0FFGZQ43R","Wuxi","新吴区","B0FFF4JOKL","Suzhou","昆山市",96.915,1.51666666666667,"JS",10,"08:00","day 0","20:00","day 0",3774.34094
2350,"B0202150WR","Yangzhou","广陵区","B0GDDXZDXN","Suzhou","吴江区",211.233,2.71666666666667,"JS",12,"12:00","day 0","24:00","day 0",4529.209128
2351,"B0FFH3869T","Zhenjiang","句容市","B0FFH0WGKS","Suzhou","吴江区",231.302,2.85,"JS",5,"08:00","day 0","20:00","day 0",1887.17047
2352,"B0G1AO0IBH","Nanjing","溧水区","B0FFJ1CPHP","Shanghai","嘉定区",253.88,3.06666666666667,"JS",13,"12:00","day 0","24:00","day 0",4906.643222
2353,"B01FE0J0V7","Wuxi","惠山区","B0FFH0WGKS","Suzhou","吴江区",98.349,1.5,"JS",13,"12:00","day 0","24:00","day 0",4906.643222
2354,"B0FFG0GSMW","Yangzhou","宝应县","B0FFGAIWAV","Suzhou","昆山市",311.91,4.25,"JS",9,"08:00","day 0","20:00","day 0",3396.906846
2355,"B0FFG0GSMW","Yangzhou","宝应县","B02000JJN1","Suzhou","吴江区",288.146,3.98333333333333,"JS",16,"12:00","day 0","24:00","day 0",6038.945504
2356,"B0FFL9CGXN","Nanjing","栖霞区","B02000JJN1","Suzhou","吴江区",221.867,3.01666666666667,"JS",12,"08:00","day 0","20:00","day 0",4529.209128
2357,"B020215DUP","Yangzhou","江都区","B00156GGDT","Shanghai","闵行区",292.637,3.88333333333333,"JS",18,"08:00","day 0","20:00","day 0",6793.813692
2358,"B0FFH4SOJP","Nanjing","溧水区","B0FFHDQA5M","Suzhou","常熟市",211.822,2.58333333333333,"JS",8,"12:00","day 0","24:00","day 0",3019.472752
2359,"B0FFGYNGHQ","Changzhou","武进区","B0IGCZC15I","Suzhou","吴江区",145.29,1.88333333333333,"JS",18,"08:00","day 0","20:00","day 0",6793.813692
2360,"B0FFFTQ4U7","Wuxi","江阴市","B00156ODDT","Shanghai","长宁区",125.171,1.83333333333333,"JS",10,"12:00","day 0","24:00","day 0",3774.34094
2361,"B020216GML","Yangzhou","广陵区","B0FFL37B6B","Suzhou","昆山市",220.687,3.03333333333333,"JS",7,"08:00","day 0","20:00","day 0",2642.038658
2362,"B0H1TCJ4IO","Yangzhou","江都区","B0FFH0WGKS","Suzhou","吴江区",211.555,2.85,"JS",14,"08:00","day 0","20:00","day 0",5284.077316
2363,"B0G1AO0IBH","Nanjing","溧水区","B0FFGO36Q6","Shanghai","浦东新区",303.585,3.63333333333333,"JS",12,"08:00","day 0","20:00","day 0",4529.209128
2364,"B0G0ZLYTOF","Nanjing","栖霞区","B02000JJN1","Suzhou","吴江区",221.233,3.16666666666667,"JS",7,"12:00","day 0","24:00","day 0",2642.038658
2365,"B020215DUP","Yangzhou","江都区","B0FFHDQA5M","Suzhou","常熟市",193.474,2.46666666666667,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
2366,"B0FFH70JG8","Nanjing","鼓楼区","B01FE0J0V7","Wuxi","惠山区",167.592,2.1,"JS",8,"08:00","day 0","20:00","day 0",3019.472752
2367,"B0FFGZQ43R","Wuxi","新吴区","B0FFHDQA5M","Suzhou","常熟市",77.453,1.16666666666667,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
2368,"B0FFG2575E","Zhenjiang","润州区","B0FFHF2VI7","Wuxi","锡山区",129.354,1.93333333333333,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
2369,"B0GUCU8FLD","Zhenjiang","句容市","B02000JR6M","Suzhou","相城区",175.399,2.31666666666667,"JS",19,"08:00","day 0","20:00","day 0",7171.247786
2370,"B0FFG0GSMW","Yangzhou","宝应县","B01FE15UUN","Wuxi","江阴市",240.784,3.31666666666667,"JS",18,"12:00","day 0","24:00","day 0",6793.813692
2371,"B00190CNHV","Nanjing","江宁区","B0FFGZQ43R","Wuxi","新吴区",173.835,2.33333333333333,"JS",4,"08:00","day 0","20:00","day 0",1509.736376
2372,"B0FFG2575E","Zhenjiang","润州区","B0FFGZQ43R","Wuxi","新吴区",134.43,1.85,"JS",14,"08:00","day 0","20:00","day 0",5284.077316
2373,"B0G3AZBRXL","Yangzhou","广陵区","B01FE15UUN","Wuxi","江阴市",165.856,2.11666666666667,"JS",9,"12:00","day 0","24:00","day 0",3396.906846
2374,"B0H1TCJ4IO","Yangzhou","江都区","B0FFLCF954","Shanghai","宝山区",245.602,3.43333333333333,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
2375,"B0202150WR","Yangzhou","广陵区","B0FFH0WGKS","Suzhou","吴江区",202.441,2.68333333333333,"JS",18,"08:00","day 0","20:00","day 0",6793.813692
2376,"B0FFH4SOJP","Nanjing","溧水区","B00156D6K6","Shanghai","浦东新区",300.231,3.56666666666667,"JS",17,"08:00","day 0","20:00","day 0",6416.379598
2377,"B0FFHF2VI7","Wuxi","锡山区","B00156ODDT","Shanghai","长宁区",122.235,1.76666666666667,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
2378,"B0FFG9F43K","Changzhou","武进区","B0FFL7OZ0J","Wuxi","锡山区",55.386,1.18333333333333,"JS",8,"12:00","day 0","24:00","day 0",3019.472752
2379,"B0202173FW","Yangzhou","仪征市","B00156ODDT","Shanghai","长宁区",287.519,3.7,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
2380,"B0FFLC9J93","Nanjing","浦口区","B0IGCZC15I","Suzhou","吴江区",277.336,3.56666666666667,"JS",4,"12:00","day 0","24:00","day 0",1509.736376
2381,"B0FFJN8WFQ","Wuxi","新吴区","B0FFL37B6B","Suzhou","昆山市",85.205,1.4,"JS",11,"12:00","day 0","24:00","day 0",4151.775034
2382,"B0FFK83QI3","Nanjing","江宁区","B02000JJN1","Suzhou","吴江区",218.068,2.56666666666667,"JS",12,"12:00","day 0","24:00","day 0",4529.209128
2383,"B0FFHF2VI7","Wuxi","锡山区","B0IGCZC15I","Suzhou","吴江区",98.769,1.5,"JS",5,"12:00","day 0","24:00","day 0",1887.17047
2384,"B0FFG0GSMW","Yangzhou","宝应县","B0FFGZQ43R","Wuxi","新吴区",232.929,3.41666666666667,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
2385,"B0FFHLH9SB","Zhenjiang","京口区","B0FFH62FC9","Shanghai","金山区",247.316,3.15,"JS",11,"12:00","day 0","24:00","day 0",4151.775034
2386,"B01FE15UUN","Wuxi","江阴市","B0I6TYMZJG","Suzhou","吴江区",111.234,1.45,"JS",17,"08:00","day 0","20:00","day 0",6416.379598
2387,"B00190CNHV","Nanjing","江宁区","B0IGCZC15I","Suzhou","吴江区",237.903,2.65,"JS",18,"12:00","day 0","24:00","day 0",6793.813692
2388,"B0202150WR","Yangzhou","广陵区","B0FFHD3E8G","Suzhou","吴中区",185.972,2.51666666666667,"JS",15,"12:00","day 0","24:00","day 0",5661.51141
2389,"B0FFITJD3C","Wuxi","锡山区","B02000JJ21","Suzhou","吴中区",57.045,1,"JS",5,"12:00","day 0","24:00","day 0",1887.17047
2390,"B0G3AZBRXL","Yangzhou","广陵区","B0FFH6WPC3","Shanghai","金山区",289.176,3.75,"JS",19,"08:00","day 0","20:00","day 0",7171.247786
2391,"B020216GML","Yangzhou","广陵区","B0FFFOM198","Suzhou","虎丘区",164.18,2.48333333333333,"JS",8,"12:00","day 0","24:00","day 0",3019.472752
2392,"B0FFH70JG8","Nanjing","鼓楼区","B02000JJN1","Suzhou","吴江区",242.472,2.85,"JS",4,"08:00","day 0","20:00","day 0",1509.736376
2393,"B020216GML","Yangzhou","广陵区","B0FFHNXOVT","Suzhou","昆山市",229.611,3.06666666666667,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
2394,"B0FFGYNGHQ","Changzhou","武进区","B0I6TYMZJG","Suzhou","吴江区",147.911,1.83333333333333,"JS",13,"12:00","day 0","24:00","day 0",4906.643222
2395,"B0202150WR","Yangzhou","广陵区","B02000JJ21","Suzhou","吴中区",187.254,2.51666666666667,"JS",4,"12:00","day 0","24:00","day 0",1509.736376
2396,"B0FFGZQ43R","Wuxi","新吴区","B0FFLCF954","Shanghai","宝山区",122.141,2.1,"JS",11,"12:00","day 0","24:00","day 0",4151.775034
2397,"B0FFHE4XO4","Changzhou","武进区","B0FFHF2VI7","Wuxi","锡山区",57.448,1.5,"JS",7,"12:00","day 0","24:00","day 0",2642.038658
2398,"B0FFH4SOJP","Nanjing","溧水区","B00156ODDT","Shanghai","长宁区",265.111,3.11666666666667,"JS",19,"08:00","day 0","20:00","day 0",7171.247786
2399,"B0FFH70JG8","Nanjing","鼓楼区","B0FFF4JOKL","Suzhou","昆山市",272.631,3.21666666666667,"JS",10,"12:00","day 0","24:00","day 0",3774.34094
2400,"B0FFH70JG8","Nanjing","鼓楼区","B0FFHFSCFH","Suzhou","吴中区",244.82,2.9,"JS",7,"12:00","day 0","24:00","day 0",2642.038658
2401,"B0FFHJD9U9","Wuxi","惠山区","B0GDDXZDXN","Suzhou","吴江区",98.035,1.48333333333333,"JS",17,"12:00","day 0","24:00","day 0",6416.379598
2402,"B0H1TCJ4IO","Yangzhou","江都区","B01FE15XQH","Wuxi","江阴市",100.297,1.76666666666667,"JS",19,"08:00","day 0","20:00","day 0",7171.247786
2403,"B0GUAXEBYM","Changzhou","武进区","B02000JJN1","Suzhou","吴江区",111.492,1.51666666666667,"JS",14,"12:00","day 0","24:00","day 0",5284.077316
2404,"B0HDRHT0UU","Nanjing","浦口区","B0GDDXZDXN","Suzhou","吴江区",275.027,3.3,"JS",4,"12:00","day 0","24:00","day 0",1509.736376
2405,"B0202150WR","Yangzhou","广陵区","B0FFJN8WFQ","Wuxi","新吴区",149.279,2.2,"JS",8,"08:00","day 0","20:00","day 0",3019.472752
2406,"B0FFF4HNKG","Yangzhou","邗江区","B0FFFOM198","Suzhou","虎丘区",168.83,2.51666666666667,"JS",10,"12:00","day 0","24:00","day 0",3774.34094
2407,"B0G3AZBRXL","Yangzhou","广陵区","B0FFH0WGKS","Suzhou","吴江区",221.958,2.88333333333333,"JS",15,"12:00","day 0","24:00","day 0",5661.51141
2408,"B0FFG2575E","Zhenjiang","润州区","B02000JJN1","Suzhou","吴江区",189.647,2.38333333333333,"JS",15,"08:00","day 0","20:00","day 0",5661.51141
2409,"B020216GML","Yangzhou","广陵区","B0FFH0WGKS","Suzhou","吴江区",202.638,2.76666666666667,"JS",7,"08:00","day 0","20:00","day 0",2642.038658
2410,"B0FFG0GSMW","Yangzhou","宝应县","B0FFH62FC9","Shanghai","金山区",366.521,4.95,"JS",10,"08:00","day 0","20:00","day 0",3774.34094
2411,"B0FFGYNGHQ","Changzhou","武进区","B02000JJN1","Suzhou","吴江区",116.007,1.6,"JS",11,"08:00","day 0","20:00","day 0",4151.775034
2412,"B0FFIS83Q7","Zhenjiang","丹阳市","B0GDDXZDXN","Suzhou","吴江区",177.82,2.35,"JS",11,"12:00","day 0","24:00","day 0",4151.775034
2413,"B0FFHJD9U9","Wuxi","惠山区","B00156ODDT","Shanghai","长宁区",132.085,1.86666666666667,"JS",19,"12:00","day 0","24:00","day 0",7171.247786
2414,"B0FFGYNGHQ","Changzhou","武进区","B0FFJN8WFQ","Wuxi","新吴区",65.696,1.1,"JS",19,"12:00","day 0","24:00","day 0",7171.247786
2415,"B0FFH70JG8","Nanjing","鼓楼区","B0FFHD3E8G","Suzhou","吴中区",235.91,2.8,"JS",11,"12:00","day 0","24:00","day 0",4151.775034
2416,"B020215DUP","Yangzhou","江都区","B0FFI8WH5V","Suzhou","姑苏区",183.117,2.51666666666667,"JS",17,"12:00","day 0","24:00","day 0",6416.379598
2417,"B0FFH70JG8","Nanjing","鼓楼区","B0I6TYMZJG","Suzhou","吴江区",274.376,3.1,"JS",7,"08:00","day 0","20:00","day 0",2642.038658
2418,"B0FFG9F43K","Changzhou","武进区","B0FFKHC9PU","Ningbo","北仑区",324.182,3.83333333333333,"ZJ",8,"12:00","day 0","24:00","day 0",3774.34094
2419,"B0FFK4CQ2L","Changzhou","武进区","B0HBXZQDWS","Jiaxing","嘉善县",175.377,2.51666666666667,"ZJ",8,"08:00","day 0","20:00","day 0",3774.34094
2420,"B0FFHDQA5M","Suzhou","常熟市","B023E12FTI","Ningbo","海曙区",230.319,2.75,"ZJ",9,"12:00","day 0","24:00","day 0",4246.1335575
2421,"B0FFIS83Q7","Zhenjiang","丹阳市","B0G30DK65S","Ningbo","慈溪市",321.528,4.1,"ZJ",4,"12:00","day 0","24:00","day 0",1887.17047
2422,"B0FFHE4XO4","Changzhou","武进区","B0FFK7XY6U","Ningbo","镇海区",307.789,3.98333333333333,"ZJ",12,"08:00","day 0","20:00","day 0",5661.51141
2423,"B0FFL37B6B","Suzhou","昆山市","B0FFKGBPOF","Jiaxing","南湖区",108.279,1.71666666666667,"ZJ",9,"08:00","day 0","20:00","day 0",4246.1335575
2424,"B02000JR6M","Suzhou","相城区","B0FFG4GVOV","Zhoushan","定海区",280.439,3.28333333333333,"ZJ",14,"12:00","day 0","24:00","day 0",6605.096645
2425,"B02000JR6M","Suzhou","相城区","B0GRRBHAKJ","Zhoushan","定海区",300.656,3.71666666666667,"ZJ",13,"12:00","day 0","24:00","day 0",6133.3040275
2426,"B0FFHC9CJ8","Suzhou","相城区","B0GRRBHAKJ","Zhoushan","定海区",310.974,3.83333333333333,"ZJ",18,"12:00","day 0","24:00","day 0",8492.267115
2427,"B0FFF4JOKL","Suzhou","昆山市","B0FFKZT863","Hangzhou","萧山区",198.566,3.6,"ZJ",16,"12:00","day 0","24:00","day 0",7548.68188
2428,"B0FFHNXOVT","Suzhou","昆山市","B0FFKZT863","Hangzhou","萧山区",184.849,3.4,"ZJ",12,"08:00","day 0","20:00","day 0",5661.51141
2429,"B0FFH61OBO","Suzhou","昆山市","B0FFKZT863","Hangzhou","萧山区",190.728,3.41666666666667,"ZJ",14,"08:00","day 0","20:00","day 0",6605.096645
2430,"B0FFGAIWAV","Suzhou","昆山市","B0FFKZT863","Hangzhou","萧山区",190.889,2.91666666666667,"ZJ",16,"12:00","day 0","24:00","day 0",7548.68188
2431,"B0FFL37B6B","Suzhou","昆山市","B0FFHW4GZB","Hangzhou","萧山区",229.93,3.9,"ZJ",7,"12:00","day 0","24:00","day 0",3302.5483225
2432,"B0FFL9Q85P","Nanjing","江宁区","B0HBXZQDWS","Jiaxing","嘉善县",298.785,3.41666666666667,"ZJ",16,"08:00","day 0","20:00","day 0",7548.68188
2433,"B0FFF4JOKL","Suzhou","昆山市","B0G30DK65S","Ningbo","慈溪市",203.461,2.98333333333333,"ZJ",7,"08:00","day 0","20:00","day 0",3302.5483225
2434,"B0FFLC9J93","Nanjing","浦口区","B0FFHW4GZB","Hangzhou","萧山区",341.052,4.2,"ZJ",5,"12:00","day 0","24:00","day 0",2358.9630875
2435,"B0FFKZGWZ9","Suzhou","太仓市","B0FFKHC9PU","Ningbo","北仑区",305.452,3.85,"ZJ",8,"08:00","day 0","20:00","day 0",3774.34094
